0.0,0.4538167631645982
0.0501,0.7274607992582474
0.1002,0.9008413639724002
0.1503,0.8923559519103453
0.2004,0.7874737970080701
0.2505,0.7417781750810052
0.3006,0.781787903030845
0.3507,0.7871869892007453
0.4008,0.6693399833295395
0.4509,0.4913604628164139
0.501,0.404164667445477
0.5511,0.5113981927748599
0.6012,0.7832655331414105
0.6513,1.0551208520039335
0.7014,1.1334273557051622
0.7515,0.9571914486437051
0.8016,0.6519351790458037
0.8517,0.41141606216097915
0.9018,0.34670596762605066
0.9519,0.43544109292324956
1.002,0.563969232447065
1.0521,0.6165819407429447
1.1022,0.5664481049017136
1.1523,0.4879009563108283
1.2024,0.4633242983560401
1.2525,0.4886570791411735
1.3026,0.49107502898145144
1.3527,0.42957205700694495
1.4028,0.3486779136878035
1.4529,0.3249595028762994
1.503,0.377660157826752
1.5531,0.4442512144000263
1.6032,0.4427198143641934
1.6533,0.35085263719465054
1.7034,0.2174669464085908
1.7535,0.10500047669779332
1.8036,0.039455462901884356
1.8537,0.011535707387946754
1.9038,0.0026240970352970697
1.9539,0.00046441777057376144
2.004,6.394872969213329e-05
2.0541,6.858095924010899e-06
2.1042,7.014994047755342e-07
2.1543,1.8573552882015278e-06
2.2044,1.9759211294543302e-05
2.2545,0.000166839815430624
2.3046,0.001096130170361261
2.3547,0.005602945654564831
2.4048,0.022282421586368086
2.4549,0.06894460668972938
2.505,0.16597076081105427
2.5551,0.31086009591660674
2.6052,0.4530574749068456
2.6553,0.51418
2.7054,0.45641288652884093
2.7555,0.32506251366443595
2.8056,0.21127158245573835
2.8557,0.18040425466534338
2.9058,0.23326073749227785
2.9559,0.31129800256654655
3.006,0.337668584392262
3.0561,0.2794228327501766
3.1062,0.1763097221013216
3.1563,0.09844034025189288
3.2064,0.08251005727258068
3.2565,0.11458004557072662
3.3066,0.15771015782255635
3.3567,0.1835839592264317
3.4068,0.1841899176246557
3.4569,0.16442999999999974
3.507,0.13225999999999974
3.5571,0.09840237095066814
3.6072,0.07755722664341173
3.6573,0.08025793177716073
3.7074,0.1014856255102002
3.7575,0.12087654387456809
3.8076,0.1186432472839234
3.8577,0.0924158918060865
3.9078,0.05668227030496347
3.9579,0.027338034396148025
4.008,0.010296319406081098
4.0581,0.0030649491769001815
4.1082,0.0023235425700810297
4.1583,0.009666303492078752
4.2084,0.03234346427283852
4.2585,0.07503100000000007
4.3086,0.12369272053606514
4.3587,0.14237993570114924
4.4088,0.10421030727659822
4.4589,0.02819715486566837
4.509,-0.03392746066107697
4.5591,-0.049505979127938
4.6092,-0.02546592536515037
4.6593,0.01746371405195759
4.7094,0.06653240732121851
4.7595,0.11092813589763899
4.8096,0.13408433420129878
4.8597,0.12463607399347743
4.9098,0.08996117581910319
4.9599,0.05050322539937858
