epoch,error
1,0.09797032369956406
2,0.06406456127607693
3,0.04567012156198718
4,0.03535361100677451
5,0.029127805922975016
6,0.025002963711839937
7,0.022097673077874577
8,0.019898776021039198
9,0.018162652107154148
10,0.01673126761419982
11,0.015530763402660571
12,0.014501894087357548
13,0.01361025265090655
14,0.012833399180741204
15,0.01215057767815538
16,0.011541634861220782
17,0.011000338717063527
18,0.010512089074437325
19,0.010071901183828119
20,0.009682309806224277
21,0.009325190197630104
22,0.008998388471815362
23,0.008703959346144223
24,0.008428241965957348
25,0.008180129926012811
26,0.007950854192856401
27,0.007738234712985732
28,0.007537025158177104
29,0.007353723806425891
30,0.007182120763019106
31,0.007017181677182906
32,0.006871935596708447
33,0.006730608231645808
34,0.0065985629343448034
35,0.006469814427788453
36,0.00635356043473586
37,0.006245798657671456
38,0.006139967365127312
39,0.006040019514719724
40,0.005944883401134951
41,0.005852381773153474
42,0.00576849259412415
43,0.005686370569522004
44,0.0056071797710642345
45,0.005532373437306536
46,0.005459449854114939
47,0.005390982844252219
48,0.005327381124576608
49,0.005263687652605388
50,0.005201843898217274
51,0.0051459832561180415
52,0.0050908457086427696
53,0.0050360637082015386
54,0.004985164305773084
55,0.004936238681476707
56,0.004889479015784092
57,0.00484314736145538
58,0.0047987880003396025
59,0.0047531719982151725
60,0.004716441267412462
61,0.004676148403890215
62,0.004637292605839937
63,0.004602322332507932
64,0.0045666340422790925
65,0.004527589046445528
66,0.004499863794384536
67,0.00446468489343028
68,0.004437061689008554
69,0.004405826798180787
70,0.004377269816185975
71,0.004347740908488147
72,0.0043202033379095344
73,0.004295986630373774
74,0.004270296397873088
75,0.004245642517987689
76,0.0042198463762041375
77,0.004198215582063148
78,0.004175628803099962
79,0.004153981417018799
80,0.004133250765971498
81,0.004112655699571981
82,0.004092432428860369
83,0.004072870943494901
84,0.004054710786181482
85,0.004036634824817779
86,0.004018613739298115
87,0.003999728975058547
88,0.003985179060737328
89,0.003967314546361162
90,0.003952974798239454
91,0.003937322332676566
92,0.003922354377211426
93,0.003907053334016334
94,0.003891451813087281
95,0.003879923701892949
96,0.003865432483647134
97,0.0038524556762913236
98,0.003840924371340389
99,0.0038286051924304883
100,0.003816196979135157
