epoch,error
1,0.10813207215158618
2,0.03795027799523467
3,0.019296272962471366
4,0.013074882097806512
5,0.010503751019626908
6,0.00910000744372339
7,0.008186381176250892
8,0.007577928212148287
9,0.0071431397013830816
10,0.006797514884428447
11,0.006523564015862704
12,0.006324813985006786
13,0.006135342727799406
14,0.005961188579195483
15,0.0058083657802498155
16,0.005685132266812402
17,0.005565766688384038
18,0.005467037760371829
19,0.005363717532223525
20,0.005283532914996351
21,0.005198189127786001
22,0.0051170686897043256
23,0.0050557342793423
24,0.004986728142306045
25,0.00492630524609486
26,0.004849828784857104
27,0.00481249546689288
28,0.0047692398770557325
29,0.004720207164279806
30,0.004671928516141359
31,0.004634643717565364
32,0.004598575353454455
33,0.00456395724999484
34,0.004523908678006941
35,0.004481272295184138
36,0.004460290348160416
37,0.004440268971906011
38,0.004395381886364568
39,0.004385943521254599
40,0.004356654343991955
41,0.00433126903329297
42,0.004309786887103098
43,0.004282937298002457
44,0.004269243256363732
45,0.0042511091992206654
46,0.004228578242475902
47,0.004213607618506222
48,0.0041930770868280325
49,0.004184046483699584
50,0.004166084290675302
51,0.004155200188015483
52,0.004136863577782819
53,0.004113899240112648
54,0.004114781700173045
55,0.004097901150476817
56,0.004089759045368594
57,0.004072959017246346
58,0.004068310091660296
59,0.004057663073587885
60,0.004045215635923232
61,0.0040377204168397084
62,0.004032357756022726
63,0.004020169611252072
64,0.00401506610482625
65,0.004004654707149466
66,0.00400417225943817
67,0.003994619495581458
68,0.003986625031569966
69,0.003958205020023973
70,0.003976001951643298
71,0.003955808230151659
72,0.003960594991528607
73,0.003948324842237602
74,0.00395053572479101
75,0.003948970303152733
76,0.003941915729203195
77,0.0039264539175861346
78,0.003935985449643635
79,0.00392721147344777
80,0.00392053644481066
81,0.003915831165249994
82,0.0039110198738511156
83,0.0039055121698221736
84,0.003909795496730094
85,0.003899808079079692
86,0.003893826526685778
87,0.0039006834263526887
88,0.0038880234388078603
89,0.003893285175906762
90,0.0038859231794625346
91,0.0038794671007059537
92,0.0038816051220555434
93,0.0038759170722735743
94,0.0038737094459157114
95,0.003873727778722927
96,0.0038701729045576443
97,0.003857093108608216
98,0.003862524341850257
99,0.003859279346374781
100,0.0038591297282269564
